soundname	 nsyll	 npause	 dur	 phonationtime
ENG_fc_p8	61	7	15	11.12
ENG_fc_p9	67	9	18.16	13.46
ENG_fc_q0	62	4	15.83	12.74
ENG_fc_q1	47	7	13.75	9.87
ENG_fd_o1	55	4	12.72	10.26
ENG_fd_o2	64	5	16.17	12.16
ENG_fd_o3	66	4	15.5	12.06
ENG_fd_o4	66	7	17.32	13.65
ENG_fd_o6	53	5	13.49	10.56
ENG_fd_o8	64	6	15.83	12.03
ENG_fd_o9	47	5	11.62	9.4
ENG_fe_o1	56	6	14.73	11.14
ENG_fe_o2	72	5	18.12	14.29
ENG_fe_o3	71	4	17.72	13.59
ENG_fe_o4	72	5	18.52	14.53
ENG_ff_o6	53	5	15.22	11.58
ENG_ff_o8	70	5	17.37	14.21
ENG_ff_o9	48	3	13.29	10.42
ENG_ff_p0	74	5	19.23	16.26
ENG_ff_p1	78	6	18.68	15.73
ENG_ff_p2	69	5	16.64	13.38
ENG_ff_p3	89	8	20.13	16.32
ENG_ff_p8	65	7	16.64	12.85
ENG_ff_p9	79	10	19.93	15.38
ENG_fg_p0	79	7	19.7	15.98
ENG_fg_p1	82	5	21.04	15.54
ENG_fg_p2	64	4	17.06	13.06
ENG_fg_p3	80	7	19.69	14.75
ENG_fg_p8	63	4	15.26	12.26
ENG_fg_p9	88	6	19.03	15.09
ENG_fg_q1	52	5	13.73	10.37
ENG_fh_q0	72	6	20.43	16.13
ENG_fi_o1	60	6	16.52	12.51
ENG_fi_o2	72	7	20.65	16.21
ENG_fi_o3	74	6	19.3	15.18
ENG_fi_o4	73	6	21.18	17.25
ENG_fi_o6	59	4	16.05	12.83
ENG_fi_o8	76	9	20.13	15.41
ENG_fi_o9	58	4	14.25	11.28
ENG_fi_p1	82	8	22.37	17.6
ENG_fi_p2	71	6	20.21	15.94
ENG_fi_p3	86	9	22.28	17.52
ENG_fj_p0	80	6	21.73	18.53
ENG_fj_p8	66	5	17.45	13.86
ENG_fj_p9	81	9	21.49	17.06
ENG_fj_q0	71	6	17.4	14.13
ENG_fj_q1	51	5	15.39	12.15
ITA_a0_O4	63	4	17.65	13.6
ITA_a0_O6	70	4	18.05	13.82
ITA_a0_O8	87	7	22.16	17.7
ITA_a0_O9	55	4	14.37	10.58
ITA_a0_P0	101	4	25.43	21.65
ITA_a0_P8	90	8	23.37	18.18
ITA_a0_P9	84	6	20.92	16.59
ITA_a0_Q1	80	7	21.32	16.66
ITA_ag_O1	68	5	16.83	11.02
ITA_ag_O2	82	5	18.46	13.6
ITA_ag_O3	76	5	17.24	12.11
ITA_ag_P1	76	5	18.05	12.83
ITA_ag_P2	88	4	19.28	14.08
ITA_ag_P3	81	7	20.11	13.68
ITA_au_O1	63	6	20.51	13.41
ITA_au_O2	85	6	23.78	17.49
ITA_au_O3	80	7	22.96	16.82
ITA_b4_O4	65	5	20.92	15.54
ITA_b4_O6	75	4	21.34	16.67
ITA_b4_P8	96	8	27.48	20.98
ITA_b4_P9	80	5	25.01	18.78
ITA_b4_Q0	96	5	26.65	20.14
ITA_b4_Q1	90	7	26.65	20.38
ITA_b6_O8	83	3	17.23	13.98
ITA_b6_O9	54	4	12.33	9.42
ITA_b6_P0	98	7	22.14	17.65
ITA_b6_P1	83	8	19.29	15.25
ITA_b6_P2	86	5	20.1	16.91
ITA_b6_P3	88	4	20.52	17.07
ITA_b7_O4	68	4	16.83	12.78
ITA_b7_O6	70	4	17.65	13.79
ITA_b7_P8	90	4	21.32	16.54
ITA_b7_P9	76	5	18.46	13.5
ITA_b7_Q0	87	4	20.92	16.69
ITA_b7_Q1	85	6	20.93	15.44
ITA_ba_O1	83	12	25.84	17.58
ITA_ba_O2	100	16	29.93	21.14
ITA_ba_O3	90	13	29.53	20.02
ITA_ba_Q0	90	8	27.07	20.93
ITA_bf_O1	75	7	21.73	14.5
ITA_bf_O2	92	7	22.96	17.25
ITA_bf_O3	83	7	21.73	15.92
ITA_bk_O4	71	5	16	11.89
ITA_bk_O8	84	4	17.23	13.7
ITA_bk_O9	53	5	13.54	9.25
ITA_bk_P0	106	4	21.34	17.92
ITA_bk_P1	92	4	19.28	15.1
ITA_bk_P2	90	5	19.7	14.78
ITA_bk_P3	84	6	19.69	14.42
ITA_bk_P9	79	6	17.23	13.46
ITA_bl_O6	75	4	16.83	12.42
ITA_bl_P8	90	4	20.1	16.19
ITA_bl_Q0	89	4	20.11	15.28
ITA_bl_Q1	86	6	20.51	14.58
